time,Interface_location_along_x_axis,Total_FE,Total_solid_fraction
93.039776699593,34.6875,2116016.9876981,0.00079170595006383
93.339776699593,34.6875,2115998.6182,0.00079374932314618
93.639776699593,34.6875,2115978.6444325,0.00079576155047466
93.939776699593,34.6875,2115960.4337131,0.00079780409151894
94.239776699593,34.6875,2115940.8083142,0.00079981596689113
94.539776699593,34.6875,2115922.8480339,0.0008018586671958
94.839776699593,34.921875,2115902.9382377,0.00080387228987272
95.139776699593,34.921875,2115884.6527802,0.000805916143665
95.439776699593,35.15625,2115864.1994298,0.00080792816659301
95.739776699593,35.15625,2115846.0088778,0.00080997171754644
96.039776699593,35.15625,2115826.2927152,0.00081198482485742
96.339776699593,35.15625,2115808.5754995,0.00081402877514241
96.639776699593,35.15625,2115788.4834061,0.00081604066883577
96.939776699593,35.15625,2115770.342748,0.00081808278407446
97.239776699593,35.390625,2115750.624926,0.00082009570856422
97.539776699593,35.390625,2115732.5657577,0.00082213896768304
97.839776699593,35.390625,2115712.456377,0.00082414992962007
98.139776699593,35.625,2115694.4907339,0.00082619167151432
98.439776699593,35.625,2115674.2499472,0.00082820317555368
98.739776699593,35.625,2115656.2219485,0.0008302443659877
99.039776699593,35.625,2115636.3168558,0.00083225503047624
99.339776699593,35.625,2115618.0828108,0.00083429708535232
99.639776699593,35.625,2115597.7714474,0.00083630667396515
99.939776699593,35.859375,2115579.4855172,0.00083834745103982
100.23977669959,35.859375,2115558.9947493,0.00084035733550307
100.53977669959,36.09375,2115541.0488147,0.00084239760251809
100.83977669959,36.09375,2115521.0628349,0.00084440616028509
101.13977669959,36.09375,2115503.0909825,0.00084644507418043
101.43977669959,36.09375,2115482.8105495,0.00084845386901142
101.73977669959,36.09375,2115464.6051429,0.0008504925846808
101.97977669959,36.09375,2115447.9904158,0.0008520971267253
102.21977669959,36.328125,2115433.4067417,0.00085373213918701
102.50777669959,36.328125,2115413.5875915,0.00085565877637436
102.80777669959,36.328125,2115396.1582209,0.00085769499871551
103.10777669959,36.5625,2115375.8728981,0.00085970215066762
103.40777669959,36.5625,2115357.937156,0.00086173890234047
103.70777669959,36.5625,2115337.8915698,0.00086374606583443
103.94777669959,36.5625,2115323.0062277,0.00086537686438784
104.18777669959,36.5625,2115306.7350994,0.00086697857698163
104.47577669959,36.5625,2115290.1365054,0.00086893602707943
104.77577669959,36.796875,2115269.2225159,0.00087094235261879
105.07577669959,36.796875,2115251.7850034,0.00087297994952991
105.37577669959,36.796875,2115231.7088377,0.00087498652631197
105.67577669959,37.03125,2115213.8151248,0.00087702455320978
105.97577669959,37.03125,2115193.9289502,0.00087903122144069
106.27577669959,37.03125,2115176.0262936,0.0008810695069451
106.57577669959,37.03125,2115155.7858959,0.00088307645442096
106.87577669959,37.03125,2115138.3312821,0.00088511693933071
107.17577669959,37.03125,2115118.3151315,0.00088712395985099
107.47577669959,37.265625,2115100.5892341,0.00088916304384878
107.77577669959,37.265625,2115080.7062451,0.00089117124833166
108.07577669959,37.5,2115062.9004293,0.00089321004359599
108.37577669959,37.5,2115042.6729891,0.00089521934021003
108.67577669959,37.5,2115024.8693336,0.00089725706488735
108.97577669959,37.5,2115004.8215064,0.00089926636995403
109.27577669959,37.5,2114987.0166053,0.00090130527852754
109.57577669959,37.5,2114967.1158087,0.00090331368065402
109.87577669959,37.734375,2114949.6145474,0.0009053509796892
110.17577669959,37.734375,2114929.4121478,0.00090736119214391
110.41577669959,37.734375,2114914.9844369,0.00090899504234327
110.65577669959,37.96875,2114898.5962702,0.00091059834136878
110.94377669959,37.96875,2114881.3295579,0.00091255683966089
111.24377669959,37.96875,2114861.5874727,0.00091456567631565
111.54377669959,37.96875,2114844.0932337,0.0009166058290379
111.84377669959,37.96875,2114824.3357955,0.00091861397465847
112.14377669959,37.96875,2114806.7992267,0.0009206542038889
112.44377669959,38.203125,2114786.5577073,0.00092266333550171
112.74377669959,38.203125,2114768.5114492,0.00092470470522713
113.04377669959,38.203125,2114748.6083772,0.00092671357673962
113.34377669959,38.4375,2114730.8623266,0.00092875310411557
113.64377669959,38.4375,2114711.1729724,0.00093076419996563
113.94377669959,38.4375,2114693.961809,0.00093280274021105
114.24377669959,38.4375,2114673.487877,0.00093481454685279
114.54377669959,38.4375,2114656.2804593,0.00093685279806066
114.84377669959,38.4375,2114636.0695745,0.000938864272501
115.14377669959,38.671875,2114618.2742035,0.00094090390141348
115.44377669959,38.671875,2114598.631703,0.00094291433825748
115.74377669959,38.90625,2114581.4950644,0.00094495477560336
115.98377669959,38.90625,2114564.562317,0.00094655985667092
116.22377669959,38.90625,2114550.5570637,0.00094819563734561
116.51177669959,38.90625,2114531.2834533,0.00095012469217271
116.81177669959,38.90625,2114513.4421972,0.00095216723159365
117.11177669959,38.90625,2114493.5349793,0.00095417723198332
117.41177669959,38.90625,2114476.3711555,0.00095621788711464
117.71177669959,39.140625,2114455.7827825,0.000958229322437
118.01177669959,39.140625,2114438.5335579,0.00096027096405745
118.31177669959,39.375,2114418.4429711,0.00096228215040233
118.61177669959,39.375,2114400.1061315,0.00096432441737004
118.91177669959,39.375,2114380.2055437,0.0009663370451875
119.21177669959,39.375,2114362.4039509,0.00096837950465541
119.51177669959,39.375,2114341.7691289,0.00097039124507153
119.81177669959,39.375,2114324.616912,0.00097243602820394
120.11177669959,39.609375,2114304.521931,0.00097444833043676
120.41177669959,39.609375,2114286.5847425,0.00097649035848091
120.71177669959,39.609375,2114266.7170087,0.00097850338290358
121.01177669959,39.84375,2114248.8659662,0.00098054655738868
121.31177669959,39.84375,2114228.1239714,0.00098255837949074
121.61177669959,39.84375,2114210.3947838,0.00098460473110319
121.91177669959,39.84375,2114190.212675,0.00098661544994798
122.21177669959,39.84375,2114172.5331432,0.00098866237073569
122.51177669959,39.84375,2114152.6466415,0.00099067051210956
122.81177669959,40.078125,2114135.3472776,0.00099271743344244
123.11177669959,40.078125,2114114.6342993,0.00099472735081522
123.41177669959,40.078125,2114097.0928891,0.00099677329326778
123.71177669959,40.3125,2114076.7136694,0.00099878368101139
124.01177669959,40.3125,2114058.7091387,0.0010008288862685
124.31177669959,40.3125,2114038.6933718,0.0010028406314507
124.61177669959,40.3125,2114021.3638311,0.0010048855687049
124.91177669959,40.3125,2114000.6059153,0.0010068969279435
125.21177669959,40.3125,2113983.0784494,0.0010089427031776
125.51177669959,40.546875,2113962.378037,0.0010109559536893
125.81177669959,40.546875,2113944.3599236,0.001013003694037
126.11177669959,40.78125,2113924.1198381,0.0010150161027136
126.41177669959,40.78125,2113906.7733898,0.0010170651216201
126.71177669959,40.78125,2113885.9990946,0.0010190773491067
127.01177669959,40.78125,2113868.4629863,0.0010211252783473
127.31177669959,40.78125,2113848.0499519,0.0010231385067279
127.61177669959,40.78125,2113830.2790091,0.0010251884735502
127.91177669959,41.015625,2113809.6923075,0.0010272003723148
128.21177669959,41.015625,2113792.2084219,0.0010292501079324
128.51177669959,41.015625,2113771.3993328,0.0010312616307912
128.81177669959,41.25,2113753.9460765,0.0010333107152474
129.11177669959,41.25,2113733.2234079,0.001035323268904
129.41177669959,41.25,2113715.3328219,0.0010373712801577
129.71177669959,41.25,2113695.1014836,0.001039385225405
130.01177669959,41.25,2113677.5202768,0.0010414315398961
130.31177669959,41.25,2113656.3945043,0.0010434462840073
130.61177669959,41.484375,2113639.0582371,0.0010454959294684
130.91177669959,41.484375,2113618.6672372,0.0010475093939342
131.21177669959,41.484375,2113600.9254411,0.0010495587885404
131.51177669959,41.71875,2113580.4147463,0.0010515725692485
131.81177669959,41.71875,2113563.1732476,0.0010536250288792
132.11177669959,41.71875,2113542.1031775,0.0010556388392182
132.41177669959,41.71875,2113524.6496216,0.0010576937366324
132.71177669959,41.71875,2113503.8991781,0.0010597082729166
133.01177669959,41.71875,2113486.2161627,0.0010617647097988
