x,y
23.764400,191.200000
23.873500,190.800000
23.983600,190.400000
24.000000,190.341000
24.093900,190.000000
24.201600,189.600000
24.308800,189.200000
24.400000,188.864000
24.417500,188.800000
24.524800,188.400000
24.630200,188.000000
24.735700,187.600000
24.800000,187.359000
24.842600,187.200000
24.947300,186.800000
25.050700,186.400000
25.154500,186.000000
25.200000,185.827000
25.259400,185.600000
25.362000,185.200000
25.463500,184.800000
25.565600,184.400000
25.600000,184.267000
25.668600,184.000000
25.769200,183.600000
25.868800,183.200000
25.969200,182.800000
26.000000,182.679000
26.070300,182.400000
26.169100,182.000000
26.267000,181.600000
26.365500,181.200000
26.400000,181.062000
26.464900,180.800000
26.562000,180.400000
26.658000,180.000000
26.754600,179.600000
26.800000,179.414000
26.852300,179.200000
26.947900,178.800000
27.042200,178.400000
27.136800,178.000000
27.200000,177.736000
27.232700,177.600000
27.326800,177.200000
27.419500,176.800000
27.512100,176.400000
27.600000,176.025000
27.606000,176.000000
27.699100,175.600000
27.790300,175.200000
27.881000,174.800000
27.972400,174.400000
28.000000,174.281000
28.064500,174.000000
28.154500,173.600000
28.243400,173.200000
28.332700,172.800000
28.400000,172.502000
28.423100,172.400000
28.512200,172.000000
28.599800,171.600000
28.687000,171.200000
28.775100,170.800000
28.800000,170.688000
28.863600,170.400000
28.950200,170.000000
29.035800,169.600000
29.121600,169.200000
29.200000,168.839000
29.208500,168.800000
29.294700,168.400000
29.379200,168.000000
29.463100,167.600000
29.547500,167.200000
29.600000,166.954000
29.633000,166.800000
29.717000,166.400000
29.799600,166.000000
29.882000,165.600000
29.965000,165.200000
30.000000,165.033000
30.048800,164.800000
30.130900,164.400000
30.211900,164.000000
30.292800,163.600000
30.374400,163.200000
30.400000,163.075000
30.456500,162.800000
30.536800,162.400000
30.616200,162.000000
30.695500,161.600000
30.775500,161.200000
30.800000,161.079000
30.856000,160.800000
30.934900,160.400000
31.012700,160.000000
31.090400,159.600000
31.168700,159.200000
31.200000,159.041000
31.247600,158.800000
31.324900,158.400000
31.401200,158.000000
31.477200,157.600000
31.553600,157.200000
31.600000,156.960000
31.631000,156.800000
31.707000,156.400000
31.781800,156.000000
31.856000,155.600000
31.930600,155.200000
32.000000,154.832000
32.006000,154.800000
32.080800,154.400000
32.154200,154.000000
32.226800,153.600000
32.299400,153.200000
32.372600,152.800000
32.400000,152.651000
32.446200,152.400000
32.518400,152.000000
32.589500,151.600000
32.660200,151.200000
32.731200,150.800000
32.800000,150.416000
32.802900,150.400000
32.874100,150.000000
32.943900,149.600000
33.012900,149.200000
33.081700,148.800000
33.150900,148.400000
33.200000,148.118000
33.220800,148.000000
33.289600,147.600000
33.357300,147.200000
33.424200,146.800000
33.491000,146.400000
33.558200,146.000000
33.600000,145.754000
33.626000,145.600000
33.692700,145.200000
33.758300,144.800000
33.823200,144.400000
33.887900,144.000000
33.953000,143.600000
34.000000,143.314000
34.018700,143.200000
34.083500,142.800000
34.147100,142.400000
34.210000,142.000000
34.272600,141.600000
34.335400,141.200000
34.398800,140.800000
34.400000,140.792000
34.461800,140.400000
34.523500,140.000000
34.584400,139.600000
34.644900,139.200000
34.705400,138.800000
34.766200,138.400000
34.800000,138.179000
34.827400,138.000000
34.887600,137.600000
34.946700,137.200000
35.005200,136.800000
35.063400,136.400000
35.121600,136.000000
35.180100,135.600000
35.200000,135.465000
35.238900,135.200000
35.296400,134.800000
35.353100,134.400000
35.409100,134.000000
35.464900,133.600000
35.520700,133.200000
35.576800,132.800000
35.600000,132.635000
35.633100,132.400000
35.688300,132.000000
35.742600,131.600000
35.796200,131.200000
35.849400,130.800000
35.902500,130.400000
35.955700,130.000000
36.000000,129.668000
36.009100,129.600000
36.061900,129.200000
36.113600,128.800000
36.164400,128.400000
36.214700,128.000000
36.264600,127.600000
36.314300,127.200000
36.364100,126.800000
36.400000,126.512000
36.414000,126.400000
36.463100,126.000000
36.511100,125.600000
36.558100,125.200000
36.604500,124.800000
36.650300,124.400000
36.695600,124.000000
36.740600,123.600000
36.785500,123.200000
36.800000,123.069000
36.829900,122.800000
36.873000,122.400000
36.915100,122.000000
36.956000,121.600000
36.996100,121.200000
37.035300,120.800000
37.073800,120.400000
37.111600,120.000000
37.148800,119.600000
37.185300,119.200000
37.200000,119.036000
37.221100,118.800000
37.255600,118.400000
37.288700,118.000000
37.320600,117.600000
37.351200,117.200000
37.380700,116.800000
37.409000,116.400000
37.436100,116.000000
37.462000,115.600000
37.486900,115.200000
37.510500,114.800000
37.533100,114.400000
37.554500,114.000000
37.574800,113.600000
37.594000,113.200000
37.600000,113.067000
37.612100,112.800000
37.628900,112.400000
37.644600,112.000000
37.659200,111.600000
37.672900,111.200000
37.685700,110.800000
37.697700,110.400000
37.709100,110.000000
37.720100,109.600000
37.730700,109.200000
37.741100,108.800000
37.751500,108.400000
37.762100,108.000000
37.773000,107.600000
37.784600,107.200000
37.796900,106.800000
37.810300,106.400000
37.825000,106.000000
37.841100,105.600000
37.859000,105.200000
37.878800,104.800000
37.900800,104.400000
37.925300,104.000000
37.952400,103.600000
37.982400,103.200000
38.000000,102.987000
38.015500,102.800000
38.051300,102.400000
38.089700,102.000000
38.130800,101.600000
38.174700,101.200000
38.221600,100.800000
38.271400,100.400000
38.324600,100.000000
38.381300,99.600000
38.400000,99.475400
38.441300,99.200000
38.503200,98.800000
38.566900,98.400000
38.632900,98.000000
38.701400,97.600000
38.773000,97.200000
38.800000,97.054800
38.847300,96.800000
38.922200,96.400000
38.997900,96.000000
39.074900,95.600000
39.153800,95.200000
39.200000,94.971900
39.234900,94.800000
39.315300,94.400000
39.395200,94.000000
39.475000,93.600000
39.555300,93.200000
39.600000,92.978900
39.636200,92.800000
39.714800,92.400000
39.791100,92.000000
39.865400,91.600000
39.937900,91.200000
40.000000,90.847800
40.008500,90.800000
40.075000,90.400000
40.136300,90.000000
40.192100,89.600000
40.241700,89.200000
40.284200,88.800000
40.318400,88.400000
40.342600,88.000000
40.354900,87.600000
40.353900,87.200000
40.338700,86.800000
40.309400,86.400000
40.266900,86.000000
40.212400,85.600000
40.146500,85.200000
40.069600,84.800000
40.000000,84.483300
39.981500,84.400000
39.884800,84.000000
39.781100,83.600000
39.669100,83.200000
39.600000,82.972600
39.547200,82.800000
39.420100,82.400000
39.286800,82.000000
39.200000,81.755700
39.144300,81.600000
38.997700,81.200000
38.845300,80.800000
38.800000,80.687400
38.684800,80.400000
38.521800,80.000000
38.400000,79.714400
38.350700,79.600000
38.176700,79.200000
38.000000,78.806700
37.996900,78.800000
37.812400,78.400000
37.624400,78.000000
37.600000,77.950000
37.430600,77.600000
37.234700,77.200000
37.200000,77.131600
37.033000,76.800000
36.829600,76.400000
36.800000,76.343700
36.621000,76.000000
36.410700,75.600000
36.400000,75.580300
36.196500,75.200000
36.000000,74.837100
35.979600,74.800000
35.761100,74.400000
35.600000,74.109700
35.538600,74.000000
35.316400,73.600000
35.200000,73.394500
35.089500,73.200000
34.864000,72.800000
34.800000,72.689000
34.634300,72.400000
34.405200,72.000000
34.400000,71.991200
34.174600,71.600000
34.000000,71.298700
33.942300,71.200000
33.712000,70.800000
33.600000,70.608200
33.478500,70.400000
33.247900,70.000000
33.200000,69.918300
33.015300,69.600000
32.800000,69.227500
32.783900,69.200000
32.554200,68.800000
32.400000,68.532200
32.323600,68.400000
32.097000,68.000000
32.000000,67.830300
31.868900,67.600000
31.645300,67.200000
31.600000,67.119600
31.421700,66.800000
31.201300,66.400000
31.200000,66.397600
30.983600,66.000000
30.800000,65.659600
30.767600,65.600000
30.556400,65.200000
30.400000,64.901900
30.346300,64.800000
30.142300,64.400000
30.000000,64.119400
29.939300,64.000000
29.743200,63.600000
29.600000,63.305300
29.548600,63.200000
29.361200,62.800000
29.200000,62.450400
29.176500,62.400000
28.998500,62.000000
28.825800,61.600000
28.800000,61.539600
28.657500,61.200000
28.497800,60.800000
28.400000,60.549900
28.341400,60.400000
28.194700,60.000000
28.055100,59.600000
28.000000,59.436200
27.921200,59.200000
27.798500,58.800000
27.685000,58.400000
27.600000,58.076900
27.579700,58.000000
27.486900,57.600000
27.408400,57.200000
27.345000,56.800000
27.299400,56.400000
27.275600,56.000000
27.277400,55.600000
27.304600,55.200000
27.353300,54.800000
27.419900,54.400000
27.502000,54.000000
27.599000,53.600000
27.600000,53.596500
27.708500,53.200000
27.826800,52.800000
27.955900,52.400000
28.000000,52.274600
28.096700,52.000000
28.243600,51.600000
28.400000,51.201600
28.400700,51.200000
28.566300,50.800000
28.738000,50.400000
28.800000,50.263900
28.920300,50.000000
29.107000,49.600000
29.200000,49.410800
29.304200,49.200000
29.505300,48.800000
29.600000,48.620300
29.716600,48.400000
29.931800,48.000000
30.000000,47.878600
30.156600,47.600000
30.386100,47.200000
30.400000,47.176600
30.623300,46.800000
30.800000,46.509900
30.867800,46.400000
31.116600,46.000000
31.200000,45.870400
31.374500,45.600000
31.600000,45.256900
31.638000,45.200000
31.906800,44.800000
32.000000,44.665200
32.184200,44.400000
32.400000,44.094400
32.467600,44.000000
32.755900,43.600000
32.800000,43.540500
33.052400,43.200000
33.200000,43.004800
33.356100,42.800000
33.600000,42.484200
33.665900,42.400000
33.981200,42.000000
34.000000,41.976700
34.304200,41.600000
34.400000,41.483700
34.634900,41.200000
34.800000,41.003600
34.972700,40.800000
35.200000,40.535200
35.317400,40.400000
35.600000,40.077700
35.669000,40.000000
36.000000,39.630700
36.027800,39.600000
36.394100,39.200000
36.400000,39.193700
36.768500,38.800000
36.800000,38.766800
37.151100,38.400000
37.200000,38.349500
37.541900,38.000000
37.600000,37.941300
37.941300,37.600000
38.000000,37.541900
38.349500,37.200000
38.400000,37.151100
38.766800,36.800000
38.800000,36.768500
39.193700,36.400000
39.200000,36.394100
39.600000,36.027800
39.630700,36.000000
40.000000,35.669000
40.077700,35.600000
40.400000,35.317400
40.535200,35.200000
40.800000,34.972700
41.003600,34.800000
41.200000,34.634900
41.483700,34.400000
41.600000,34.304200
41.976700,34.000000
42.000000,33.981200
42.400000,33.665900
42.484200,33.600000
42.800000,33.356100
43.004800,33.200000
43.200000,33.052400
43.540500,32.800000
43.600000,32.755900
44.000000,32.467600
44.094400,32.400000
44.400000,32.184200
44.665200,32.000000
44.800000,31.906800
45.200000,31.638000
45.256900,31.600000
45.600000,31.374500
45.870400,31.200000
46.000000,31.116600
46.400000,30.867800
46.509900,30.800000
46.800000,30.623300
47.176600,30.400000
47.200000,30.386100
47.600000,30.156600
47.878600,30.000000
48.000000,29.931800
48.400000,29.716600
48.620300,29.600000
48.800000,29.505300
49.200000,29.304200
49.410800,29.200000
49.600000,29.107000
50.000000,28.920300
50.263900,28.800000
50.400000,28.738000
50.800000,28.566300
51.200000,28.400700
51.201600,28.400000
51.600000,28.243600
52.000000,28.096700
52.274600,28.000000
52.400000,27.955900
52.800000,27.826800
53.200000,27.708500
53.596500,27.600000
53.600000,27.599000
54.000000,27.502000
54.400000,27.419900
54.800000,27.353300
55.200000,27.304600
55.600000,27.277400
56.000000,27.275600
56.400000,27.299400
56.800000,27.345000
57.200000,27.408400
57.600000,27.486900
58.000000,27.579700
58.076900,27.600000
58.400000,27.685000
58.800000,27.798500
59.200000,27.921200
59.436200,28.000000
59.600000,28.055100
60.000000,28.194700
60.400000,28.341400
60.549900,28.400000
60.800000,28.497800
61.200000,28.657500
61.539600,28.800000
61.600000,28.825800
62.000000,28.998500
62.400000,29.176500
62.450400,29.200000
62.800000,29.361200
63.200000,29.548600
63.305300,29.600000
63.600000,29.743200
64.000000,29.939300
64.119400,30.000000
64.400000,30.142300
64.800000,30.346300
64.901900,30.400000
65.200000,30.556400
65.600000,30.767600
65.659600,30.800000
66.000000,30.983600
66.397600,31.200000
66.400000,31.201300
66.800000,31.421700
67.119600,31.600000
67.200000,31.645300
67.600000,31.868900
67.830300,32.000000
68.000000,32.097000
68.400000,32.323600
68.532200,32.400000
68.800000,32.554200
69.200000,32.783900
69.227500,32.800000
69.600000,33.015300
69.918300,33.200000
70.000000,33.247900
70.400000,33.478500
70.608200,33.600000
70.800000,33.712000
71.200000,33.942300
71.298700,34.000000
71.600000,34.174600
71.991200,34.400000
72.000000,34.405200
72.400000,34.634300
72.689000,34.800000
72.800000,34.864000
73.200000,35.089500
73.394500,35.200000
73.600000,35.316400
74.000000,35.538600
74.109700,35.600000
74.400000,35.761100
74.800000,35.979600
74.837100,36.000000
75.200000,36.196500
75.580300,36.400000
75.600000,36.410700
76.000000,36.621000
76.343700,36.800000
76.400000,36.829600
76.800000,37.033000
77.131600,37.200000
77.200000,37.234700
77.600000,37.430600
77.950000,37.600000
78.000000,37.624400
78.400000,37.812400
78.800000,37.996900
78.806700,38.000000
79.200000,38.176700
79.600000,38.350700
79.714400,38.400000
80.000000,38.521800
80.400000,38.684800
80.687400,38.800000
80.800000,38.845300
81.200000,38.997700
81.600000,39.144300
81.755700,39.200000
82.000000,39.286800
82.400000,39.420100
82.800000,39.547200
82.972600,39.600000
83.200000,39.669100
83.600000,39.781100
84.000000,39.884800
84.400000,39.981500
84.483300,40.000000
84.800000,40.069600
85.200000,40.146500
85.600000,40.212400
86.000000,40.266900
86.400000,40.309400
86.800000,40.338700
87.200000,40.353900
87.600000,40.354900
88.000000,40.342600
88.400000,40.318400
88.800000,40.284200
89.200000,40.241700
89.600000,40.192100
90.000000,40.136300
90.400000,40.075000
90.800000,40.008500
90.847800,40.000000
91.200000,39.937900
91.600000,39.865400
92.000000,39.791100
92.400000,39.714800
92.800000,39.636200
92.978900,39.600000
93.200000,39.555300
93.600000,39.475000
94.000000,39.395200
94.400000,39.315300
94.800000,39.234900
94.971900,39.200000
95.200000,39.153800
95.600000,39.074900
96.000000,38.997900
96.400000,38.922200
96.800000,38.847300
97.054800,38.800000
97.200000,38.773000
97.600000,38.701400
98.000000,38.632900
98.400000,38.566900
98.800000,38.503200
99.200000,38.441300
99.475400,38.400000
99.600000,38.381300
100.000000,38.324600
100.400000,38.271400
100.800000,38.221600
101.200000,38.174700
101.600000,38.130800
102.000000,38.089700
102.400000,38.051300
102.800000,38.015500
102.987000,38.000000
103.200000,37.982400
103.600000,37.952400
104.000000,37.925300
104.400000,37.900800
104.800000,37.878800
105.200000,37.859000
105.600000,37.841100
106.000000,37.825000
106.400000,37.810300
106.800000,37.796900
107.200000,37.784600
107.600000,37.773000
108.000000,37.762100
108.400000,37.751500
108.800000,37.741100
109.200000,37.730700
109.600000,37.720100
110.000000,37.709100
110.400000,37.697700
110.800000,37.685700
111.200000,37.672900
111.600000,37.659200
112.000000,37.644600
112.400000,37.628900
112.800000,37.612100
113.067000,37.600000
113.200000,37.594000
113.600000,37.574800
114.000000,37.554500
114.400000,37.533100
114.800000,37.510500
115.200000,37.486900
115.600000,37.462000
116.000000,37.436100
116.400000,37.409000
116.800000,37.380700
117.200000,37.351200
117.600000,37.320600
118.000000,37.288700
118.400000,37.255600
118.800000,37.221100
119.036000,37.200000
119.200000,37.185300
119.600000,37.148800
120.000000,37.111600
120.400000,37.073800
120.800000,37.035300
121.200000,36.996100
121.600000,36.956000
122.000000,36.915100
122.400000,36.873000
122.800000,36.829900
123.069000,36.800000
123.200000,36.785500
123.600000,36.740600
124.000000,36.695600
124.400000,36.650300
124.800000,36.604500
125.200000,36.558100
125.600000,36.511100
126.000000,36.463100
126.400000,36.414000
126.512000,36.400000
126.800000,36.364100
127.200000,36.314300
127.600000,36.264600
128.000000,36.214700
128.400000,36.164400
128.800000,36.113600
129.200000,36.061900
129.600000,36.009100
129.668000,36.000000
130.000000,35.955700
130.400000,35.902500
130.800000,35.849400
131.200000,35.796200
131.600000,35.742600
132.000000,35.688300
132.400000,35.633100
132.635000,35.600000
132.800000,35.576800
133.200000,35.520700
133.600000,35.464900
134.000000,35.409100
134.400000,35.353100
134.800000,35.296400
135.200000,35.238900
135.465000,35.200000
135.600000,35.180100
136.000000,35.121600
136.400000,35.063400
136.800000,35.005200
137.200000,34.946700
137.600000,34.887600
138.000000,34.827400
138.179000,34.800000
138.400000,34.766200
138.800000,34.705400
139.200000,34.644900
139.600000,34.584400
140.000000,34.523500
140.400000,34.461800
140.792000,34.400000
140.800000,34.398800
141.200000,34.335400
141.600000,34.272600
142.000000,34.210000
142.400000,34.147100
142.800000,34.083500
143.200000,34.018700
143.314000,34.000000
143.600000,33.953000
144.000000,33.887900
144.400000,33.823200
144.800000,33.758300
145.200000,33.692700
145.600000,33.626000
145.754000,33.600000
146.000000,33.558200
146.400000,33.491000
146.800000,33.424200
147.200000,33.357300
147.600000,33.289600
148.000000,33.220800
148.118000,33.200000
148.400000,33.150900
148.800000,33.081700
149.200000,33.012900
149.600000,32.943900
150.000000,32.874100
150.400000,32.802900
150.416000,32.800000
150.800000,32.731200
151.200000,32.660200
151.600000,32.589500
152.000000,32.518400
152.400000,32.446200
152.651000,32.400000
152.800000,32.372600
153.200000,32.299400
153.600000,32.226800
154.000000,32.154200
154.400000,32.080800
154.800000,32.006000
154.832000,32.000000
155.200000,31.930600
155.600000,31.856000
156.000000,31.781800
156.400000,31.707000
156.800000,31.631000
156.960000,31.600000
157.200000,31.553600
157.600000,31.477200
158.000000,31.401200
158.400000,31.324900
158.800000,31.247600
159.041000,31.200000
159.200000,31.168700
159.600000,31.090400
160.000000,31.012700
160.400000,30.934900
160.800000,30.856000
161.079000,30.800000
161.200000,30.775500
161.600000,30.695500
162.000000,30.616200
162.400000,30.536800
162.800000,30.456500
163.075000,30.400000
163.200000,30.374400
163.600000,30.292800
164.000000,30.211900
164.400000,30.130900
164.800000,30.048800
165.033000,30.000000
165.200000,29.965000
165.600000,29.882000
166.000000,29.799600
166.400000,29.717000
166.800000,29.633000
166.954000,29.600000
167.200000,29.547500
167.600000,29.463100
168.000000,29.379200
168.400000,29.294700
168.800000,29.208500
168.839000,29.200000
169.200000,29.121600
169.600000,29.035800
170.000000,28.950200
170.400000,28.863600
170.688000,28.800000
170.800000,28.775100
171.200000,28.687000
171.600000,28.599800
172.000000,28.512200
172.400000,28.423100
172.502000,28.400000
172.800000,28.332700
173.200000,28.243400
173.600000,28.154500
174.000000,28.064500
174.281000,28.000000
174.400000,27.972400
174.800000,27.881000
175.200000,27.790300
175.600000,27.699100
176.000000,27.606000
176.025000,27.600000
176.400000,27.512100
176.800000,27.419500
177.200000,27.326800
177.600000,27.232700
177.736000,27.200000
178.000000,27.136800
178.400000,27.042200
178.800000,26.947900
179.200000,26.852300
179.414000,26.800000
179.600000,26.754600
180.000000,26.658000
180.400000,26.562000
180.800000,26.464900
181.062000,26.400000
181.200000,26.365500
181.600000,26.267000
182.000000,26.169100
182.400000,26.070300
182.679000,26.000000
182.800000,25.969200
183.200000,25.868800
183.600000,25.769200
184.000000,25.668600
184.267000,25.600000
184.400000,25.565600
184.800000,25.463500
185.200000,25.362000
185.600000,25.259400
185.827000,25.200000
186.000000,25.154500
186.400000,25.050700
186.800000,24.947300
187.200000,24.842600
187.359000,24.800000
187.600000,24.735700
188.000000,24.630200
188.400000,24.524800
188.800000,24.417500
188.864000,24.400000
189.200000,24.308800
189.600000,24.201600
190.000000,24.093900
190.341000,24.000000
190.400000,23.983600
190.800000,23.873500
191.200000,23.764400
191.600000,23.654000
191.791000,23.600000
192.000000,23.541100
192.400000,23.429500
192.800000,23.318100
193.200000,23.204300
193.215000,23.200000
193.600000,23.089600
194.000000,22.976200
194.400000,22.861800
194.611000,22.800000
194.800000,22.744500
195.200000,22.628600
195.600000,22.512800
195.981000,22.400000
196.000000,22.394300
196.400000,22.275200
196.800000,22.157400
197.200000,22.037800
197.324000,22.000000
197.600000,21.915800
198.000000,21.795500
198.400000,21.674300
198.639000,21.600000
198.800000,21.550000
199.200000,21.426800
199.600000,21.303600
199.929000,21.200000
200.000000,21.177300
200.400000,21.051100
200.800000,20.925500
201.191000,20.800000
201.200000,20.797200
201.600000,20.667900
202.000000,20.539700
202.400000,20.409000
202.427000,20.400000
202.800000,20.276800
203.200000,20.145900
203.600000,20.012500
203.637000,20.000000
204.000000,19.877300
204.400000,19.743500
204.800000,19.607000
204.820000,19.600000
205.200000,19.469000
205.600000,19.332100
205.978000,19.200000
206.000000,19.192200
206.400000,19.051300
206.800000,18.911200
207.110000,18.800000
207.200000,18.767400
207.600000,18.623800
208.000000,18.480000
208.217000,18.400000
208.400000,18.332200
208.800000,18.185800
209.200000,18.037600
209.299000,18.000000
209.600000,17.886300
210.000000,17.736400
210.356000,17.600000
210.400000,17.582900
210.800000,17.428800
211.200000,17.274500
211.388000,17.200000
211.600000,17.115900
212.000000,16.958700
212.396000,16.800000
212.400000,16.798400
212.800000,16.636400
213.200000,16.474500
213.379000,16.400000
213.600000,16.308000
214.000000,16.142700
214.338000,16.000000
214.400000,15.973500
214.800000,15.803600
215.200000,15.632200
215.273000,15.600000
215.600000,15.457000
216.000000,15.282400
216.184000,15.200000
216.400000,15.102700
216.800000,14.924000
217.071000,14.800000
217.200000,14.740300
217.600000,14.556700
217.934000,14.400000
218.000000,14.368900
218.400000,14.180000
218.775000,14.000000
218.800000,13.987800
219.200000,13.793300
219.592000,13.600000
219.600000,13.596100
220.000000,13.395900
220.386000,13.200000
220.400000,13.192900
220.800000,12.986900
221.158000,12.800000
221.200000,12.777400
221.600000,12.565500
221.906000,12.400000
222.000000,12.348800
222.400000,12.130500
222.633000,12.000000
222.800000,11.906000
223.200000,11.680500
223.339000,11.600000
223.600000,11.448100
224.000000,11.213600
224.023000,11.200000
224.400000,10.973500
224.684000,10.800000
224.800000,10.728000
225.200000,10.479800
225.325000,10.400000
225.600000,10.223900
225.945000,10.000000
226.000000,9.963400
226.400000,9.698080
226.544000,9.600000
226.800000,9.424450
227.122000,9.200000
227.200000,9.145000
227.600000,8.859790
227.681000,8.800000
228.000000,8.565140
228.219000,8.400000
228.400000,8.262090
228.738000,8.000000
228.800000,7.951110
229.200000,7.631280
229.238000,7.600000
229.600000,7.299790
229.717000,7.200000
230.000000,6.956380
230.177000,6.800000
230.400000,6.600240
230.618000,6.400000
230.800000,6.230010
231.040000,6.000000
231.200000,5.843860
231.444000,5.600000
231.600000,5.439480
231.828000,5.200000
232.000000,5.014020
232.193000,4.800000
232.400000,4.563770
232.540000,4.400000
232.800000,4.083700
232.868000,4.000000
233.174000,3.600000
233.200000,3.565050
233.461000,3.200000
233.600000,2.994450
233.729000,2.800000
233.974000,2.400000
234.000000,2.354540
234.197000,2.000000
234.396000,1.600000
234.400000,1.591830
234.568000,1.200000
234.709000,0.800000
234.800000,0.452578
234.814000,0.400000
234.859000,0.000000
